id,comment,sentiment,topic,source,post_id,user_name
3704,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_3704,user_3704
3705,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_3705,user_3705
3706,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_3706,user_3706
3707,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_3707,user_3707
3708,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,youtube,post_3708,user_3708
3709,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,security,youtube,post_3709,user_3709
3710,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,forum,post_3710,user_3710
3711,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,media,forum,post_3711,user_3711
3712,This response will boost public confidence in our security. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,public_reaction,forum,post_3712,user_3712
3713,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,security,forum,post_3713,user_3713
3714,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_3714,user_3714
3715,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,forum,post_3715,user_3715
3716,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,public_reaction,youtube,post_3716,user_3716
3717,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,forum,post_3717,user_3717
3718,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,public_reaction,facebook,post_3718,user_3718
3719,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,forum,post_3719,user_3719
3720,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,public_reaction,forum,post_3720,user_3720
3721,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,security,youtube,post_3721,user_3721
3722,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,media,forum,post_3722,user_3722
3723,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,youtube,post_3723,user_3723
3724,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,security,facebook,post_3724,user_3724
3725,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,twitter,post_3725,user_3725
3726,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,media,facebook,post_3726,user_3726
3727,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_3727,user_3727
3728,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_3728,user_3728
3729,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,security,forum,post_3729,user_3729
3730,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,facebook,post_3730,user_3730
3731,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,public_reaction,facebook,post_3731,user_3731
3732,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,forum,post_3732,user_3732
3733,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,facebook,post_3733,user_3733
3734,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,media,twitter,post_3734,user_3734
3735,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,forum,post_3735,user_3735
3736,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,security,youtube,post_3736,user_3736
3737,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_3737,user_3737
3738,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,public_reaction,twitter,post_3738,user_3738
3739,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,public_reaction,youtube,post_3739,user_3739
3740,This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,security,youtube,post_3740,user_3740
3741,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_3741,user_3741
3742,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,security,facebook,post_3742,user_3742
3743,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_3743,user_3743
3744,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,forum,post_3744,user_3744
3745,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,media,twitter,post_3745,user_3745
3746,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,forum,post_3746,user_3746
3747,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,media,youtube,post_3747,user_3747
3748,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,public_reaction,forum,post_3748,user_3748
3749,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,security,twitter,post_3749,user_3749
3750,This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_3750,user_3750
3751,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_3751,user_3751
3752,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,facebook,post_3752,user_3752
3753,Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,public_reaction,forum,post_3753,user_3753
3754,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,security,forum,post_3754,user_3754
3755,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_3755,user_3755
3756,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_3756,user_3756
3757,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,youtube,post_3757,user_3757
3758,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,youtube,post_3758,user_3758
3759,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,twitter,post_3759,user_3759
3760,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,media,twitter,post_3760,user_3760
3761,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_3761,user_3761
3762,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_3762,user_3762
3763,This event could affect upcoming regional policies. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_3763,user_3763
3764,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,media,facebook,post_3764,user_3764
3765,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,twitter,post_3765,user_3765
3766,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,facebook,post_3766,user_3766
3767,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_3767,user_3767
3768,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,youtube,post_3768,user_3768
3769,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_3769,user_3769
3770,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,media,facebook,post_3770,user_3770
3771,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_3771,user_3771
3772,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,youtube,post_3772,user_3772
3773,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,youtube,post_3773,user_3773
3774,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,youtube,post_3774,user_3774
3775,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,youtube,post_3775,user_3775
3776,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_3776,user_3776
3777,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_3777,user_3777
3778,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,facebook,post_3778,user_3778
3779,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,media,facebook,post_3779,user_3779
3780,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,facebook,post_3780,user_3780
3781,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_3781,user_3781
3782,This response will boost public confidence in our security. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,media,youtube,post_3782,user_3782
3783,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_3783,user_3783
3784,The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,twitter,post_3784,user_3784
3785,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,media,twitter,post_3785,user_3785
3786,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_3786,user_3786
3787,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,forum,post_3787,user_3787
3788,Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,security,twitter,post_3788,user_3788
3789,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,security,facebook,post_3789,user_3789
3790,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,media,forum,post_3790,user_3790
3791,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_3791,user_3791
3792,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,facebook,post_3792,user_3792
3793,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_3793,user_3793
3794,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_3794,user_3794
3795,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_3795,user_3795
3796,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_3796,user_3796
3797,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_3797,user_3797
3798,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,security,twitter,post_3798,user_3798
3799,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,twitter,post_3799,user_3799
3800,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_3800,user_3800
3801,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,security,youtube,post_3801,user_3801
3802,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_3802,user_3802
3803,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_3803,user_3803
3804,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,twitter,post_3804,user_3804
3805,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,security,twitter,post_3805,user_3805
3806,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,security,forum,post_3806,user_3806
3807,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,twitter,post_3807,user_3807
3808,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,media,youtube,post_3808,user_3808
3809,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_3809,user_3809
3810,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_3810,user_3810
3811,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,media,forum,post_3811,user_3811
3812,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,youtube,post_3812,user_3812
3813,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_3813,user_3813
3814,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_3814,user_3814
3815,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,public_reaction,youtube,post_3815,user_3815
3816,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_3816,user_3816
3817,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_3817,user_3817
3818,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,public_reaction,forum,post_3818,user_3818
3819,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,youtube,post_3819,user_3819
3820,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,security,twitter,post_3820,user_3820
3821,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,security,forum,post_3821,user_3821
3822,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,media,forum,post_3822,user_3822
3823,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_3823,user_3823
3824,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,media,forum,post_3824,user_3824
3825,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,media,forum,post_3825,user_3825
3826,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,security,youtube,post_3826,user_3826
3827,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_3827,user_3827
3828,This response will boost public confidence in our security. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,security,twitter,post_3828,user_3828
3829,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_3829,user_3829
3830,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_3830,user_3830
3831,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_3831,user_3831
3832,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_3832,user_3832
3833,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,security,twitter,post_3833,user_3833
3834,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,public_reaction,youtube,post_3834,user_3834
3835,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,youtube,post_3835,user_3835
3836,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_3836,user_3836
3837,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,facebook,post_3837,user_3837
3838,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,media,forum,post_3838,user_3838
3839,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,facebook,post_3839,user_3839
3840,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,public_reaction,twitter,post_3840,user_3840
3841,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,security,facebook,post_3841,user_3841
3842,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_3842,user_3842
3843,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,media,twitter,post_3843,user_3843
3844,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,media,twitter,post_3844,user_3844
3845,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,security,facebook,post_3845,user_3845
3846,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,twitter,post_3846,user_3846
3847,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_3847,user_3847
3848,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,twitter,post_3848,user_3848
3849,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,media,facebook,post_3849,user_3849
3850,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,facebook,post_3850,user_3850
3851,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,public_reaction,twitter,post_3851,user_3851
3852,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_3852,user_3852
3853,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,security,twitter,post_3853,user_3853
3854,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,twitter,post_3854,user_3854
3855,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,forum,post_3855,user_3855
3856,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_3856,user_3856
3857,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,facebook,post_3857,user_3857
3858,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,forum,post_3858,user_3858
3859,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_3859,user_3859
3860,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,security,youtube,post_3860,user_3860
3861,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,youtube,post_3861,user_3861
3862,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,security,twitter,post_3862,user_3862
3863,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,twitter,post_3863,user_3863
3864,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_3864,user_3864
3865,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,facebook,post_3865,user_3865
3866,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_3866,user_3866
3867,This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,public_reaction,forum,post_3867,user_3867
3868,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,media,facebook,post_3868,user_3868
3869,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,media,twitter,post_3869,user_3869
3870,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_3870,user_3870
3871,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_3871,user_3871
3872,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_3872,user_3872
3873,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_3873,user_3873
3874,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,public_reaction,facebook,post_3874,user_3874
3875,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,security,twitter,post_3875,user_3875
3876,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,security,forum,post_3876,user_3876
3877,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,media,twitter,post_3877,user_3877
3878,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_3878,user_3878
3879,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,security,youtube,post_3879,user_3879
3880,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,public_reaction,forum,post_3880,user_3880
3881,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,public_reaction,facebook,post_3881,user_3881
3882,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_3882,user_3882
3883,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_3883,user_3883
3884,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,media,twitter,post_3884,user_3884
3885,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_3885,user_3885
3886,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_3886,user_3886
3887,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_3887,user_3887
3888,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,security,youtube,post_3888,user_3888
3889,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,security,twitter,post_3889,user_3889
3890,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,media,twitter,post_3890,user_3890
3891,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_3891,user_3891
